"Subject","Trial #","Motion Description","framerate","Frames 60fps","Status","Worked on by"
36,26,"walk on uneven terrain",120,,,
36,27,"walk on uneven terrain",120,,,
36,28,"walk on uneven terrain",120,,,
36,29,"walk on uneven terrain",120,,,
36,30,"walk on uneven terrain",120,,,
36,31,"walk on uneven terrain",120,,,
36,32,"walk on uneven terrain",120,,,
36,33,"walk on uneven terrain",120,,,
36,34,"walk on uneven terrain",120,,,
36,35,"walk on uneven terrain",120,,,
36,36,"walk on uneven terrain",120,,,
36,37,"jump/hop on uneven terrain",120,,,
37,1,"slow walk",120,,,
38,1,"walk",120,,,
38,2,"walk",120,,,
38,3,"run around in a circle",120,,,
38,4,"walk around, frequent turns, cyclic walk along a line",120,,,
39,1,"walk",120,,,
39,2,"walk",120,,,
39,3,"walk",120,,,
39,4,"walk",120,,,
39,5,"walk",120,,,
39,6,"walk",120,,,
39,7,"walk",120,,,
39,8,"walk",120,,,
39,9,"walk",120,,,
39,10,"walk",120,,,
39,11,"walk forward, turn around, walk back",120,,,
39,12,"walk",120,,,
39,13,"walk",120,,,
39,14,"walk",120,,,
40,2,"navigate - walk forward, backward, on a diagonal",120,,,
40,3,"navigate - walk forward, backward, on a diagonal",120,,,
40,4,"navigate - walk forward, backward, on a diagonal",120,,,
40,5,"navigate - walk forward, backward, on a diagonal",120,,,
40,6,"climb, step over, sit on, jump over stepstool",120,,,
40,7,"climb, step over, jump over stepstool",120,,,
40,8,"climb, step over, jump over stepstool",120,,,
40,9,"climb, step over, jump over stepstool",120,,,
40,10,"wait for bus",120,,,
40,11,"wait for bus",120,,,
40,12,"basketball signals",120,,,
41,2,"navigate - walk forward, backward, sideways, on a diagonal",120,,,
41,3,"navigate - walk forward, backward, sideways, on a diagonal",120,,,
41,4,"navigate - walk forward, backward, on a diagonal",120,,,
41,5,"navigate - walk forward, backward, on a diagonal",120,,,
41,6,"navigate - walk forward, backward, on a diagonal",120,,,
41,7,"climb, step over, jump over, navigate around stepstool",120,,,
41,8,"climb, step over, jump over, navigate around stepstool",120,,,
41,9,"climb, step over, jump over, navigate around stepstool",120,,,
41,10,"basketball signals",120,,,
41,11,"basketball signals",120,,,
42,1,"stretch - rotate head, shoulders, arms, legs",60,,,
43,1,"walk",120,,,
43,2,"playground - grip bar, swing body",120,,,
43,3,"playground - grip bar, swing body",120,,,
45,1,"walk",120,,,
46,1,"walk",120,,,
47,1,"walk forward, turn around, walk back",120,,,
49,1,"walk",120,,,
49,2,"jump up and down, hop on one foot",120,,,
49,3,"jump up and down, hop on one foot",120,,,
49,4,"run, leap",120,,,
49,5,"run, leap",120,,,
49,6,"cartwheel",120,,,
49,7,"cartwheel",120,,,
49,8,"cartwheels",120,,,
49,9,"dance - arms held high, side arabesque",120,,,
49,10,"dance - fold in from side arabesque, curl inwards",120,,,
49,11,"dance - fold in from side arabesque, curl inwards",120,,,
49,12,"dance - lean forward, bring back leg forward, arching arms",120,,,
49,13,"dance - fold in from side arabesque, curl inwards",120,,,
49,14,"dance - lean forward, bring back leg forward, arching arms",120,,,
49,15,"static dance pose - folded in, head lowered, leg bent",120,,,
49,16,"dance - fold in from side arabesque, curl inwards",120,,,
49,17,"dance - lean forward, bring back leg forward, arching arms",120,,,
49,18,"balance on one leg, outstretched arms",120,,,
49,19,"balance on one leg, outstretched arms",120,,,
49,20,"balance on one leg, outstretched arms",120,,,
49,21,"acrobatics - spin/twirl, hang on ropes",120,,,
49,22,"dance - lean back on bent leg, balance, bend elbow by ear",120,,,
54,1,"monkey (human subject)",120,,,
54,2,"bear (human subject)",120,,,
54,3,"penguin (human subject)",120,,,
54,4,"pterosaur (human subject)",120,,,
54,5,"pterosaur (human subject)",120,,,
54,6,"pterosaur (human subject)",120,,,
54,7,"prairie dog (human subject)",120,,,
54,8,"roadrunner (human subject)",120,,,
54,9,"insect/praying mantis (human subject)",120,,,
54,10,"ghost (human subject)",120,,,
54,11,"penguin (human subject)",120,,,
54,12,"dragon (human subject)",120,,,
54,13,"dragon (human subject)",120,,,
54,14,"monkey (human subject)",120,,,
54,15,"prairie dog (human subject)",120,,,
54,16,"superhero",120,,,
54,17,"squirrel (human subject)",120,,,
54,18,"squirrel (human subject)",120,,,
54,19,"squirrel - robotic like motion (human subject)",120,,,
54,20,"follow path, walk around obstacles",120,,,
54,21,"follow path, walk around obstacles",120,,,
54,22,"follow path, walk around obstacles",120,,,
54,23,"monkey (human subject)",120,,,
54,24,"hummingbird (human subject)",120,,,
54,25,"chicken (human subject)",120,,,
54,26,"chicken (human subject)",120,,,
54,27,"chicken (human subject)",120,,,
55,1,"dance, whirl",120,,,
55,2,"lambada dance",120,,,
55,3,"genie (human subject)",120,,,
55,4,"walk",120,,,
55,5,"hummingbird (human subject)",120,,,
55,6,"chicken (human subject)",120,,,
55,7,"chicken (human subject)",120,,,
55,8,"monkey (human subject)",120,,,
55,9,"monkey (human subject)",120,,,
55,10,"hummingbird (human subject)",120,,,
55,11,"animal (human subject)",120,,,
55,12,"dancing bear (human subject)",120,,,
55,13,"insect/praying mantis (human subject)",120,,,
55,14,"prairie dog (human subject)",120,,,
55,15,"roadrunner (human subject)",120,,,
55,16,"panda (human subject)",120,,,
55,17,"ghost (human subject)",120,,,
55,18,"penguin (human subject)",120,,,
55,19,"dragon (human subject)",120,,,
55,20,"hippo ballerina (human subject)",120,,,
55,21,"pterosaur (human subject)",120,,,
55,22,"superhero",120,,,
55,23,"devil",120,,,
55,24,"various animals (human subject)",120,,,
55,25,"dancing animal (human subject)",120,,,
55,26,"monkey (human subject)",120,,,
55,27,"dancing ant (human subject)",120,,,
55,28,"monkey/bear (human subject)",120,,,
56,1,"walk around",120,,,
56,2,"vignettes - fists up, wipe window, yawn, stretch, angrily grab, smash against wall",120,,,
56,3,"vignettes - fists up, wipe window, yawn, stretch, angrily grab, smash against wall, lift open window, throw punches, skip",120,,,
56,4,"vignettes - fists up, wipe window, grab, lift open window, throw punches, yawn, stretch, walk, jump",120,,,
56,5,"vignettes - walk, drink water, run/jog, jump, wipe window, lift open window, throw punches, yawn, stretch",120,,,
56,6,"vignettes - throw punches, grab, skip, yawn, stretch, leap, lift open window, walk, jump/bound",120,,,
56,7,"vignettes - yawn, stretch, walk, run/jog, angrily grab, jump, skip, halt",120,,,
56,8,"vignettes - lift open window, smash against wall, hop, walk, run/jog, yawn, stretch",120,,,
60,1,"salsa dance",60,,,
60,2,"salsa dance",60,,,
60,3,"salsa dance",60,,,
60,4,"salsa dance",60,,,
60,5,"salsa dance",60,,,
60,6,"salsa dance",60,,,
60,7,"salsa dance",60,,,
60,8,"salsa dance",60,,,
60,9,"salsa dance",60,,,
60,10,"salsa dance",60,,,
60,11,"salsa dance",60,,,
60,12,"salsa dance",60,,,
60,13,"salsa dance",60,,,
60,14,"salsa dance",60,,,
60,15,"salsa dance",60,,,
61,1,"salsa dance",60,,,
61,2,"salsa dance",60,,,
61,3,"salsa dance",60,,,
61,4,"salsa dance",60,,,
61,5,"salsa dance",60,,,
61,6,"salsa dance",60,,,
61,7,"salsa dance",60,,,
61,8,"salsa dance",60,,,
61,9,"salsa dance",60,,,
61,10,"salsa dance",60,,,
61,11,"salsa dance",60,,,
61,12,"salsa dance",60,,,
61,13,"salsa dance",60,,,
61,14,"salsa dance",60,,,
61,15,"salsa dance",60,,,
62,1,"bolt loosening, wrench",60,,,
62,2,"bolt tightening, wrench",60,,,
62,3,"sawing, hand saw",60,,,
62,4,"screwing",60,,,
62,5,"screwing",60,,,
62,6,"unscrewing",60,,,
62,7,"hammering a nail",60,,,
62,8,"hammering a nail",60,,,
62,9,"pulling a nail",60,,,
62,10,"hammering sequence",60,,,
62,11,"cleaning up",60,,,
62,12,"hard days drink",60,,,
62,13,"moving a stool",60,,,
62,14,"opening umbrella",60,,,
62,15,"opening umbrella",60,,,
62,16,"closing umbrella",60,,,
62,17,"opening and closing umbrella",60,,,
62,18,"closing a box",60,,,
62,19,"opening a box",60,,,
62,20,"closing, moving and opening a box",60,,,
62,21,"coiling a rope",60,,,
62,22,"dynamic calibration",60,,,
62,23,"bolt tightening",60,,,
62,24,"bolt tightening, with putting bolt in",60,,,
62,25,"bolt loosening, wrench",60,,,
63,1,"Swing",120,,,
64,1,"Swing",120,,,
64,2,"Swing",120,,,
64,3,"Swing",120,,,
64,4,"Swing",120,,,
64,5,"Swing",120,,,
64,6,"Swing",120,,,
64,7,"Swing",120,,,
64,8,"Swing",120,,,
64,9,"Swing",120,,,
64,10,"Swing",120,,,
64,11,"Putt",120,,,
64,12,"Putt",120,,,
64,13,"Putt",120,,,
64,14,"Putt",120,,,
64,15,"Putt",120,,,
64,16,"Placing Tee",120,,,
64,17,"Placing Tee",120,,,
64,18,"Placing Tee",120,,,
64,19,"Placing Tee",120,,,
64,20,"Placing Tee",120,,,
64,21,"Placing Ball",120,,,
64,22,"Placing Ball",120,,,
64,23,"Placing Ball",120,,,
64,24,"Placing Ball",120,,,
64,25,"Placing Ball",120,,,
64,26,"Picking up Ball",120,,,
64,27,"Picking up Ball",120,,,
64,28,"Picking up Ball",120,,,
64,29,"Picking up Ball",120,,,
64,30,"Picking up Ball",120,,,
69,1,"walk forward",120,,,
69,2,"walk forward",120,,,
69,3,"walk forward",120,,,
69,4,"walk forward",120,,,
69,5,"walk forward",120,,,
69,6,"walk and turn (repeated)",120,,,
69,7,"walk and turn (repeated)",120,,,
69,8,"walk and turn (repeated)",120,,,
69,9,"walk and turn (repeated)",120,,,
69,10,"walk and turn (repeated)",120,,,
69,11,"walk and turn (repeated)",120,,,
69,12,"walk and turn both directions (repeated)",120,,,
69,13,"walk, turn in place (repeated)",120,,,
69,14,"walk, turn in place (repeated)",120,,,
69,15,"walk, turn in place (repeated)",120,,,
69,16,"turn in place",120,,,
69,17,"turn in place",120,,,
69,18,"turn in place (opposite direction)",120,,,
69,19,"turn in place (opposite direction)",120,,,
69,20,"walk forward 90 degree right turn",120,,,
69,21,"walk forward 90 degree right turn",120,,,
69,22,"walk forward 90 degree right turn",120,,,
69,23,"walk forward 90 degree right turn",120,,,
69,24,"walk forward 90 degree left turn",120,,,
69,25,"walk forward 90 degree left turn",120,,,
69,26,"walk forward 90 degree left turn",120,,,
69,27,"walk forward 90 degree left turn",120,,,
69,28,"walk forward 90 degree smooth right turn",120,,,
69,29,"walk forward 90 degree smooth right turn",120,,,
69,30,"walk forward 90 degree smooth right turn",120,,,
69,31,"walk forward 90 degree smooth left turn",120,,,
69,32,"walk forward 90 degree smooth left turn",120,,,
69,33,"walk forward 90 degree smooth left turn",120,,,
69,34,"walk backwards and turn",120,,,
69,35,"walk backwards and turn",120,,,
69,36,"walk backwards and turn",120,,,
69,37,"walk backwards and turn",120,,,
69,38,"walk backwards and turn (repeated)",120,,,
69,39,"walk backward, turn in place",120,,,
69,40,"walk backward, turn in place",120,,,
69,41,"walk backward, turn in place",120,,,
69,42,"walk sideways and turn (repeated)",120,,,
69,43,"walk sideways and turn (repeated)",120,,,
69,44,"walk sideways and turn (repeated)",120,,,
69,45,"walk sideways and turn (repeated)",120,,,
69,46,"walk sideways and turn (repeated)",120,,,
69,47,"walk sideways and turn (repeated)",120,,,
69,48,"walk sideways and turn (opposite direction)",120,,,
69,49,"walk sideways and turn (opposite direction)",120,,,
69,50,"walk sideways and backwards",120,,,
69,51,"walk backwards and turn",120,,,
69,52,"walk backwards and turn",120,,,
69,53,"walk backwards and turn",120,,,
69,54,"walk backwards and turn",120,,,
69,55,"walk backwards and turn",120,,,
69,56,"walk sideways and turn (opposite direction)",120,,,
69,57,"walk sideways and turn (opposite direction)",120,,,
69,58,"walk sideways and turn (opposite direction)",120,,,
69,59,"walk sideways and turn",120,,,
69,60,"walk sideways and turn",120,,,
69,61,"walk sideways and turn",120,,,
69,62,"walk sideways and turn (opposite direction)",120,,,
69,63,"walk sideways and turn (opposite direction)",120,,,
69,64,"walk sideways and turn (opposite direction)",120,,,
69,65,"walk sideways and turn",120,,,
69,66,"walk sideways and turn",120,,,
69,67,"walk sideways and turn",120,,,
69,68,"walk forward and pick up object, set down object",120,,,
69,69,"walk forward and pick up object, carry back object",120,,,
69,70,"walk up to object, squat, pick up object, set down in another place.",120,,,
69,71,"walk up to object, squat, pick up object, set down in another place",120,,,
69,72,"walk up to object, pick up object, set down in another place",120,,,
69,73,"walk up to object, lean over, pick up object, set down in another place",120,,,
69,74,"walk up to object, lean over, pick up object, set down in another place",120,,,
69,75,"walk up to object, squat, pick up object, set down in another place",120,,,
70,1,"carry 5.5lb suitcase",120,,,
70,2,"carry 5.5lb suitcase",120,,,
70,3,"carry 19.5lb suitcase",120,,,
70,4,"carry 19.5lb suitcase",120,,,
70,5,"carry 19.5lb suitcase",120,,,
70,6,"carry 19.5lb suitcase",120,,,
70,7,"carry 19.5lb suitcase",120,,,
70,8,"carry 19.5lb suitcase",120,,,
70,9,"carry 19.5lb suitcase",120,,,
70,10,"carry 12.5lb suitcase",120,,,
70,11,"carry 12.5lb suitcase",120,,,
70,12,"carry 12.5lb suitcase",120,,,
70,13,"carry 12.5lb suitcase",120,,,
74,1,"stiff walk",60,,,
74,2,"stiff walk",60,,,
74,3,"kick",60,,,
74,4,"kick",60,,,
74,5,"kick",60,,,
74,6,"kick",60,,,
74,7,"lifting up",60,,,
74,8,"lifting up",60,,,
74,9,,60,,,
74,10,"peeping",60,,,
74,11,"peeping",60,,,
74,12,"thinker",60,,,
74,13,"Range of motion",60,,,
74,14,"slope 1",60,,,
74,15,"slope1",60,,,
74,16,"slope 2",60,,,
74,17,"slope 2",60,,,
74,18,"slope 3",60,,,
74,19,"slope 3",60,,,
74,20,"stiff walk",60,,,
75,1,"run jump",60,,,
75,2,"run jump",60,,,
75,3,"run jump",60,,,
75,4,"wide leg run",60,,,
75,5,"cross leg run",60,,,
75,6,"180 jump",60,,,
75,7,"angle jumps",60,,,
75,8,"360 jumps",60,,,
75,9,"360 jump",60,,,
75,10,"2 jump",60,,,
75,11,"2 jump",60,,,
75,12,"box jump",60,,,
75,13,"hopscotch",60,,,
75,14,"hopscotch",60,,,
75,15,"long jumps",60,,,
75,16,"jump kick",60,,,
75,17,"medium sit",60,,,
75,18,"high sit",60,,,
75,19,"medium sit",60,,,
75,20,"low sit",60,,,
76,1,"walk backwards then attack with a punch",120,,,
76,2,"walk backwards, feign a few attacks, then attack",120,,,
76,3,"avoid attacker",120,,,
76,4,"defensive guard pose",120,,,
76,5,"swatting at pesky bug",120,,,
76,6,"avoid stepping on something",120,,,
76,7,,120,,,
76,8,"careful stepping over things",120,,,
76,9,"walking backwards",120,,,
76,10,"turning",120,,,
76,11,"quick large steps backwards",120,,,
77,1,"looking around",60,,,
77,2,"standing",60,,,
77,3,"ready stance",60,,,
77,4,"Looking around",60,,,
77,5,"look around with flashlight",60,,,
77,6,"searching ground",60,,,
77,7,"poking ground",60,,,
77,8,"investigating thing on ground with two hands",60,,,
77,9,"duck to avoid flying object",60,,,
77,10,"careful run",60,,,
77,11,"careful run",60,,,
77,12,"careful run in circle",60,,,
77,13,"careful run in figure eight",60,,,
77,14,"careful creeping",60,,,
77,15,"careful creeping",60,,,
77,16,"laying down, getting up, careful ready pose",60,,,
77,17,"laying down, getting up, careful ready pose",60,,,
77,18,"laying down on back, getting up, careful ready pose",60,,,
77,19,"limping, hurt right leg",60,,,
77,20,"limping, hurt right leg",60,,,
77,21,"stretching",60,,,
77,22,"limping, hurt right leg",60,,,
77,23,"limping, hurt right leg",60,,,
77,24,"limping, hurt right leg",60,,,
77,25,"careful walk and search",60,,,
77,26,"careful walk and search",60,,,
77,27,"careful walk and search",60,,,
77,28,"careful walk",60,,,
77,29,"creeping walk",60,,,
77,30,"creeping walk",60,,,
77,31,"silent walk",60,,,
77,32,"creeping walk",60,,,
77,33,"creeping with limp",60,,,
77,34,"creep and pause, repeat",60,,,
78,1,"LeftTightTurn CleanedGRS",120,,,
78,2,"RightWideTurn CleanedGRS",120,,,
78,3,"LeftWideTurn CleanedGRS",120,,,
78,4,"SuperTightLeft CleanedGRS",120,,,
78,5,"SuperTightRight CleanedGRS",120,,,
78,6,"RunningStraight CleanedGRS",120,,,
78,7,"RunningWideRight CleanedGRS",120,,,
78,8,"RunningWideLeft CleanedGRS",120,,,
78,9,"RunningTigherLeft CleanedGRS",120,,,
78,10,"RunningTighterRight CleanedGRS",120,,,
78,11,"calibration",120,,,
78,12,"RunningNoBall CleanedGRS",120,,,
78,13,"OffensiveMoveSpinLeft CleanedGRS",120,,,
78,14,"OffensiveMoveSpinLeft CleanedGRS",120,,,
78,15,"OffensiveMoveGoRight CleanedGRS",120,,,
78,16,"OffensiveMoveGoLeft CleanedGRs",120,,,
78,17,"OffensiveMoveSpinRight CleanedGRS",120,,,
78,18,"WalkEvasiveLeft CleanedGRS",120,,,
78,19,"WalkEvasiveRight CleanedGRS",120,,,
78,20,"FeintLeftMoveRight CleanedGRS",120,,,
78,21,"FeintRightMoveLeft CleanedGRS",120,,,
78,22,"FakeShotBreakRight CleanedGRs",120,,,
78,23,"FakeShotBreakLeft CleanedGRS",120,,,
78,24,"DefensiveStraightNoStop CleanedGRS",120,,,
78,25,"DefensiveStraightWithStop CleanedGRS",120,,,
78,26,"DefensiveRightStopToStop CleanedGRS",120,,,
78,27,"DefensiveLeftStopToStop CleanedGRS",120,,,
78,28,"DefensiveMoveZigZag CleanedGRS",120,,,
78,29,"DefensiveMoveSideToSide CleanedGRS",120,,,
78,30,"DefensiveMoveSideToSide CleanedGRS",120,,,
78,31,"Pivoting CleanedGRS",120,,,
78,32,"SraightDriveFromStop Cleaned GRS",120,,,
78,33,"RightDrive (left then right) Cleaned GRS",120,,,
78,34,"LeftDrive (right then left) Cleaned GRS",120,,,
78,35,"RightTightTurn CleanedGRS",120,,,
79,1,"chopping wood",60,,,
79,2,"swimming",60,,,
79,3,"swimming",60,,,
79,4,"digging",60,,,
79,5,"sewing",60,,,
79,6,"hand shake",60,,,
79,7,"lost marker",60,,,
79,8,"boxing",60,,,
79,9,"slicing bread",60,,,
79,10,"chopping onions",60,,,
79,11,"Subject calibration",60,,,
79,12,"eating dinner",60,,,
79,13,"mixing batter",60,,,
79,14,"making dough",60,,,
79,15,"eating a sandwich",60,,,
79,16,"buying something",60,,,
79,17,"playing violin",60,,,
79,18,"playing drums",60,,,
79,19,"playing piano",60,,,
79,20,"hanging a picture",60,,,
79,21,"putting on a pull over",60,,,
79,22,"range of motion",60,,,
79,23,"putting on a jacket",60,,,
79,24,"putting on button up sweater",60,,,
79,25,"moving heavy box",60,,,
79,26,"planting a tree",60,,,
79,27,"planting a plant",60,,,
79,28,"putting on a ball cap",60,,,
79,29,"putting on a dress",60,,,
79,30,"pushing a swing",60,,,
79,31,"writing on a chalkboard",60,,,
79,32,"writing on a chalkboard",60,,,
79,33,"chug a beer",60,,,
79,34,"fishing",60,,,
79,35,"fishing",60,,,
79,36,"answering the phone",60,,,
79,37,"dialing phone",60,,,
79,38,"drinking water",60,,,
79,39,"sipping martinee",60,,,
79,40,"drinking a soda",60,,,
79,41,"sipping coffee",60,,,
79,42,"eating soup",60,,,
79,43,"painting",60,,,
79,44,"washing a window",60,,,
79,45,"bear",60,,,
79,46,"bear",60,,,
79,47,"chicken",60,,,
79,48,"elephant",60,,,
79,49,"monkey",60,,,
79,50,"mouse",60,,,
79,51,"chipmunk",60,,,
79,52,"prairie dog",60,,,
79,53,"dog",60,,,
79,54,"snake",60,,,
79,55,"sweeping",60,,,
79,56,"T-rex",60,,,
79,57,"fish",60,,,
79,58,"bird",60,,,
79,59,"cat",60,,,
79,60,"chicken",60,,,
79,61,"cow",60,,,
79,62,"chicken",60,,,
79,63,"tiger",60,,,
79,64,"penguin",60,,,
79,65,"horse",60,,,
79,66,"movie and trial dont match",60,,,
79,67,"no movie",60,,,
79,68,"cold",60,,,
79,69,"very happy",60,,,
79,70,"laughing",60,,,
79,71,"sad",60,,,
79,72,"crying",60,,,
79,73,"scared",60,,,
79,74,"upset",60,,,
79,75,"channel surfing",60,,,
79,76,"driving",60,,,
79,77,"vacuuming",60,,,
79,78,"taking a movie",60,,,
79,79,"putting on headphones",60,,,
79,80,"using a palm pilot",60,,,
79,81,"brushing teeth",60,,,
79,82,"putting on deoderant",60,,,
79,83,"shaving",60,,,
79,84,"combing hair",60,,,
79,85,"typing on a laptop",60,,,
79,86,"shooting bow and arrow",60,,,
79,87,"raking",60,,,
79,88,"swatting at a fly",60,,,
79,89,"holding a baby",60,,,
79,90,"washing",60,,,
79,91,"football",60,,,
79,92,"frisbee",60,,,
79,93,"weight lifting",60,,,
79,94,"flexing",60,,,
79,95,"rowing",60,,,
79,96,"shooting a gun",60,,,
80,1,"shaking hands",60,,,
80,2,"chopping onions",60,,,
80,3,"shooting a gun",60,,,
80,4,"sewing",60,,,
80,5,"digging a hole",60,,,
80,6,"paying for something",60,,,
80,7,"hanging picture",60,,,
80,8,"picking up something",60,,,
80,9,"planting a flower",60,,,
80,10,"boxing",60,,,
80,11,"putting on a sweater",60,,,
80,12,"fishing",60,,,
80,13,"drumming",60,,,
80,14,"teaching",60,,,
80,15,"putting on a coat",60,,,
80,16,"mixing batter",60,,,
80,17,"hand mixing dough",60,,,
80,18,"vacuuming",60,,,
80,19,"pushing broom",60,,,
80,20,"planting",60,,,
80,21,"pushing swing",60,,,
80,22,"putting on a hat",60,,,
80,23,"putting on a skirt",60,,,
80,24,"eating",60,,,
80,25,"answering a phone",60,,,
80,26,"dialing phone",60,,,
80,27,"setting glass of water",60,,,
80,28,"drinking and smoking",60,,,
80,29,"chugging",60,,,
80,30,"range of motion",60,,,
80,31,"making coffee",60,,,
80,32,"slicing",60,,,
80,33,"eating soup",60,,,
80,34,"rake leaves",60,,,
80,35,"putting on headphones",60,,,
80,36,"violin",60,,,
80,37,"TV",60,,,
80,38,"driving",60,,,
80,39,,60,,,
80,40,"drinking from bottle",60,,,
80,41,"freezing",60,,,
80,42,"freezing",60,,,
80,43,"happy",60,,,
80,44,"laughing",60,,,
80,45,"crying",60,,,
80,46,"crying",60,,,
80,47,,60,,,
80,48,"arguing",60,,,
80,49,"gorilla",60,,,
80,50,"cleaning window",60,,,
80,51,"chicken",60,,,
80,52,"dog",60,,,
80,53,"elephant",60,,,
80,54,"monkey",60,,,
80,55,"mouse",60,,,
80,56,"chip monk",60,,,
80,57,"prairie dog",60,,,
80,58,"snake",60,,,
80,59,"panther",60,,,
80,60,,60,,,
80,61,"sweeping",60,,,
80,62,"bird",60,,,
80,63,"chicken",60,,,
80,64,"cat",60,,,
80,65,"fish",60,,,
80,66,,60,,,
80,67,,60,,,
80,68,,60,,,
80,69,"painting",60,,,
80,70,"piano",60,,,
80,71,"chopping wood",60,,,
80,72,"swimming",60,,,
80,73,"shaking hands",60,,,
81,1,"fix hair and walk forward",120,,,
81,2,"walk forward",120,,,
81,3,"walk",120,,,
81,4,"walk at a brisk pace",120,,,
81,5,"push heavy object",120,,,
81,6,"push heavy box",120,,,
81,7,"pull heavy object",120,,,
81,8,"drag heavy object",120,,,
81,9,"drag heavy object",120,,,
81,10,"push object that is high in air",120,,,
81,11,"push object that is high in air",120,,,
81,12,"jump backwards off ledge",120,,,
81,13,"jump backwards off ledge",120,,,
81,14,"climb backwards off ledge",120,,,
81,15,"climb backwards off ledge",120,,,
81,16,,120,,,
81,17,"walk forward",120,,,
81,18,"adjust hair walk forward",120,,,
82,1,"Static pose",120,,,
82,2,"Jump off ledge",120,,,
82,3,"Jump off ledge",120,,,
82,4,"Jump off ledge",120,,,
82,5,"sitting on ground relaxing",120,,,
82,6,"Pushing on heavy object",120,,,
82,7,"Pushing on heavy object",120,,,
82,8,"stand still; casual walk forward",120,,,
82,9,"confident walk forward",120,,,
82,10,"sad walk forward",120,,,
82,11,"normal walk forward",120,,,
82,12,"happy or fast walk forward",120,,,
82,13,"normal walk forward",120,,,
82,14,"walk forward and slow down",120,,,
82,15,"walk forward and turn sideways",120,,,
82,16,"bang on high object",120,,,
82,17,"bang on high object",120,,,
82,18,"static pose",120,,,
83,1,"large sidestep to right",120,,,
83,2,"sidestep to the right and up a ledge",120,,,
83,3,"large step to a short ledge",120,,,
83,4,"large sidestep to right",120,,,
83,5,"very large sidestep to right",120,,,
83,6,"very large sidestep to right and down",120,,,
83,7,"short sidestep to right and down",120,,,
83,8,"medium step forward and down",120,,,
83,9,"short step forward and down",120,,,
83,10,"medium step forward and down",120,,,
83,11,"static pose",120,,,
83,12,"medium sidestep to right and down",120,,,
83,13,"large sidestep to right",120,,,
83,14,"short sidestep to left and down",120,,,
83,15,"short step forward",120,,,
83,16,"medium sidestep to left and down",120,,,
83,17,"medium step to left and down",120,,,
83,18,"short step to left and forward",120,,,
83,19,"medium sidestep to left",120,,,
83,20,"medium step forward",120,,,
83,21,"large step to left and forward",120,,,
83,22,"stretching",120,,,
83,23,"short sidestep to left and up",120,,,
83,24,"medium step to left and up",120,,,
83,25,"short step forward and up",120,,,
83,26,"medium step to left, forward, and up",120,,,
83,27,"walk forward stepping up stairs",120,,,
83,28,"walk forward stepping up stairs",120,,,
83,29,"walk forward stepping up stairs",120,,,
83,30,"walk forward stepping up stairs",120,,,
83,31,"walk forward stepping up stairs",120,,,
83,32,"walk forward stepping up stairs",120,,,
83,33,"sidestep to right then back to left",120,,,
83,34,"walk forward and up stairs",120,,,
83,35,"walk forward and stepping up stairs",120,,,
83,36,"walk forward turn 90 degrees left walk forward",120,,,
83,37,"walk forward turn 90 degrees right walk forward",120,,,
83,38,"walk forward turn 90 degrees left walk forward",120,,,
83,39,"walk forward turn 90 degrees right walk forward",120,,,
83,40,"hop forward",120,,,
83,41,"hop forward",120,,,
83,42,"long jump forward",120,,,
83,43,"long jump forward",120,,,
83,44,"medium step forward",120,,,
83,45,"hop forward",120,,,
83,46,"medium hop forward",120,,,
83,47,"long jump forward",120,,,
83,48,"short hop forward",120,,,
83,49,"medium hop forward",120,,,
83,50,"long jump forward",120,,,
83,51,"hop turn 90 degrees left in air",120,,,
83,52,"hop turn 90 degrees left in air",120,,,
83,53,"hop turn 90 degrees left in air",120,,,
83,54,"hop turn 180 degrees left in air",120,,,
83,55,"medium sidestep to right",120,,,
83,56,"hop turn left 180 degrees in air",120,,,
83,57,"hop turn left 180 degrees in air",120,,,
83,58,"hop turn left 270 degrees in air",120,,,
83,59,"hop turn left 270 degrees in air",120,,,
83,60,"hop turn left 270 degrees in air",120,,,
83,61,"hop turn 360 degrees left in air",120,,,
83,62,"hop turn left 360 degrees in air",120,,,
83,63,"large sidestep to right and forward",120,,,
83,64,"hop and turn right 360 degrees in air",120,,,
83,65,"hop and turn right 360 degrees in air",120,,,
83,66,"short sidestep to right",120,,,
83,67,"short sidestep to the right",120,,,
83,68,"medium sidestep to right",120,,,
85,1,"JumpTwist",120,,,
85,2,"JumpTwist",120,,,
85,3,"UpRightSequence",120,,,
85,4,"FancyFootWork",120,,,
85,5,"HandStandKicks",120,,,
85,6,"KickFlip",120,,,
85,7,"KickFlipStumble",120,,,
85,8,"Helicopter",120,,,
85,9,"motorcycle pose",120,,,
85,10,"EndofBreakDance",120,,,
85,11,"UpRightSequence",120,,,
85,12,"LongSequenceGood",120,,,
85,13,"BadStartSequnce",120,,,
85,14,"BreakSequencewithFlips",120,,,
85,15,"90TwistsFall",120,,,
86,1,"jumps kicks and punches",120,,,
86,2,"walk, squats, run, stretch, jumps, punches, and drinking",120,,,
86,3,"walking, running, jumping, kicking, and stretching",120,,,
86,4,"walking, stretching, punching, chopping, and drinking",120,,,
86,5,"walking, jumping, jumping jacks, jumping on one foot, punching, chopping,",120,,,
86,6,"walking, running, kicking, punching, knee kicking, and stretching",120,,,
86,7,"walking, swinging arms, stretching, jumping on one leg, and jumping",120,,,
